Cycle	Pathway	k_number	Detail	Elos10_final_pure_reads	Elos12_final_pure_reads	Elos1_final_pure_reads	Elos2_final_pure_reads	Elos3_final_pure_reads	Elos7_final_pure_reads
		K00918	pfkC; ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	0.6156115957831774	4.114582846121006	17.50212355415366	6.992877365048148	7.776452684117472	4.808969525109386
		K01810	"GPI, pgi; glucose-6-phosphate isomerase [EC:5.3.1.9]"	150.33069991799863	112.97045309105053	125.90166396014332	143.05552059982728	164.20465452470364	171.00370024543088
		K06859	"pgi1; glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]"	18.305779171873436	11.434409555084278	3.173789681686763	23.446090780444322	9.090302284927702	7.9269582378626655
		K13810	tal-pgi; transaldolase / glucose-6-phosphate isomerase [EC:2.2.1.2 5.3.1.9]	1.2730064131181131	29.274724213397228	6.703807343866277	4.575044886839943	9.33802449704153	10.028318484014328
		K15916	pgi-pmi; glucose/mannose-6-phosphate isomerase [EC:5.3.1.9 5.3.1.8]	19.609537473947523	29.8218760996167	10.14680314436767	35.77076910224928	11.109793115758851	11.362836137298476
		K00850	"pfkA, PFK; 6-phosphofructokinase 1 [EC:2.7.1.11]"	46.829034469351555	67.91541330500715	28.595113754293042	75.75410604311806	67.60819550105536	53.73238037511298
		K16370	pfkB; 6-phosphofructokinase 2 [EC:2.7.1.11]	32.81425338089544	43.09484371025171	11.956505283643782	35.57549650887235	19.056671172706636	30.800267341202424
		K00918	pfkC; ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	0.6156115957831774	4.114582846121006	17.50212355415366	6.992877365048148	7.776452684117472	4.808969525109386
		K01623	"ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	37.12837686138655	34.63990252188844	39.881560147219666	29.65019283153186	31.38270671155845	52.577878542600345
		K01624	"FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"	190.3564059303278	125.00505935233379	113.39140793993907	215.76187582405316	90.67747931218706	90.52184887920347
		K11645	"fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	68.19194195009648	80.65281793566939	84.65754400945036	81.56152568450022	112.073971646828	89.81576725405615
		K16305	K16305; fructose-bisphosphate aldolase / 6-deoxy-5-ketofructose 1-phosphate synthase [EC:4.1.2.13 2.2.1.11]	3.6764404366082513	0.0	0.0	2.4588456508168073	0.0	0.0
		K16306	"K16306; fructose-bisphosphate aldolase / 2-amino-3,7-dideoxy-D-threo-hept-6-ulosonate synthase [EC:4.1.2.13 2.2.1.10]"	15.646118442230701	24.337227003887126	58.57963292584751	30.13287146843359	38.1226236873494	34.433150355653666
		K01803	"TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]"	182.81476572348245	174.70036558043998	96.35647065644656	180.6339593671523	137.68820701534065	157.6130221051646
		K00134	"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]"	132.1713815942593	127.99289886332433	107.29238892397053	152.63497188601772	156.2711744077769	143.21639922279533
		K00150	gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]	4.941214337184075	25.335174383821506	67.49094525843196	16.887692856836555	38.444397733090284	33.58792358666978
		K00927	"PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]"	237.80925230400845	257.78637405877583	229.33159922915965	261.7943338423678	231.98404865751314	228.67297187907164
		K11389	gapor; glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6]	3.5540564672607067	1.2530797841708932	1.9662481593361805	2.9188986427902344	0.0	0.0
		K01834	"PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"	42.130758298338066	26.364218524319796	16.437252478702163	31.656013254419356	32.83040609114013	35.14550200395856
		K15633	"gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"	186.72951573368331	220.45727177052527	324.1096526070118	230.73796321383625	250.03130629038236	260.5287359060212
		K15634	gpmB; probable phosphoglycerate mutase [EC:5.4.2.12]	10.442725514826291	11.127781930038052	7.271168845505376	13.571430486758015	7.698340123715086	5.082771068644744
		K15635	"apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"	142.55755689135205	138.4552409989862	27.747890849177857	155.08662078457093	8.693504244774248	25.60847093760272
		K01689	"ENO, eno; enolase [EC:4.2.1.11]"	285.86877512828033	318.7388592621859	299.0775723421885	308.200550884311	300.7105173578583	305.4357081580291
		K00873	"PK, pyk; pyruvate kinase [EC:2.7.1.40]"	288.3750657887364	302.0220646624383	369.2316387837811	280.84111943707114	371.2240164838275	359.7202356590437
		K12406	PKLR; pyruvate kinase isozymes R/L [EC:2.7.1.40]
	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	K00036	"G6PD, zwf; glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363]"	91.33171957212565	76.07697015090874	37.76545653846677	92.31775191870365	73.4619465760877	87.15275906896083
		K01057	"PGLS, pgl, devB; 6-phosphogluconolactonase [EC:3.1.1.31]"	66.78268042807699	82.36967731051345	32.693765107990416	74.55353594440453	70.03528541359483	72.77446835193683
		K07404	pgl; 6-phosphogluconolactonase [EC:3.1.1.31]	28.018680153754467	21.032783978533057	13.917990601104876	20.590160367018825	15.707174993206799	16.23743058824992
		K01690	edd; phosphogluconate dehydratase [EC:4.2.1.12]	8.61448121632581	2.065913481074635	2.664891508522964	2.853030790169123	18.826883650946126	16.66940259943276
		K01625	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	65.15477133610435	61.2993775912256	97.57464524180138	78.67905875592642	102.70130246818424	94.85171951671053
	"Gluconeogenesis, oxaloacetate => fructose-6P"	K01596	"E4.1.1.32, pckA, PCK; phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]"	75.0094108891882	33.9350637550261	23.13596735944383	56.19451899082045	30.649887441738567	64.02681246560681
		K01610	"E4.1.1.49, pckA; phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49]"	109.57047637215321	200.42659868571036	74.78541721519558	104.30580838985357	144.86157137547247	121.99428442581008
		K01689	"ENO, eno; enolase [EC:4.2.1.11]"	285.86877512828033	318.7388592621859	299.0775723421885	308.200550884311	300.7105173578583	305.4357081580291
		K01834	"PGAM, gpmA; 2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]"	42.130758298338066	26.364218524319796	16.437252478702163	31.656013254419356	32.83040609114013	35.14550200395856
		K15633	"gpmI; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"	186.72951573368331	220.45727177052527	324.1096526070118	230.73796321383625	250.03130629038236	260.5287359060212
		K15634	gpmB; probable phosphoglycerate mutase [EC:5.4.2.12]	10.442725514826291	11.127781930038052	7.271168845505376	13.571430486758015	7.698340123715086	5.082771068644744
		K15635	"apgM; 2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12]"	142.55755689135205	138.4552409989862	27.747890849177857	155.08662078457093	8.693504244774248	25.60847093760272
		K00927	"PGK, pgk; phosphoglycerate kinase [EC:2.7.2.3]"	237.80925230400845	257.78637405877583	229.33159922915965	261.7943338423678	231.98404865751314	228.67297187907164
		K00134	"GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]"	132.1713815942593	127.99289886332433	107.29238892397053	152.63497188601772	156.2711744077769	143.21639922279533
		K00150	gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]	4.941214337184075	25.335174383821506	67.49094525843196	16.887692856836555	38.444397733090284	33.58792358666978
		K01803	"TPI, tpiA; triosephosphate isomerase (TIM) [EC:5.3.1.1]"	182.81476572348245	174.70036558043998	96.35647065644656	180.6339593671523	137.68820701534065	157.6130221051646
		K01623	"ALDO; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	37.12837686138655	34.63990252188844	39.881560147219666	29.65019283153186	31.38270671155845	52.577878542600345
		K01624	"FBA, fbaA; fructose-bisphosphate aldolase, class II [EC:4.1.2.13]"	190.3564059303278	125.00505935233379	113.39140793993907	215.76187582405316	90.67747931218706	90.52184887920347
		K11645	"fbaB; fructose-bisphosphate aldolase, class I [EC:4.1.2.13]"	68.19194195009648	80.65281793566939	84.65754400945036	81.56152568450022	112.073971646828	89.81576725405615
		K03841	"FBP, fbp; fructose-1,6-bisphosphatase I [EC:3.1.3.11]"	49.46804365437363	108.57430917869566	105.72004186142055	53.69612204961033	113.1099061798641	89.63973462594882
		K02446	"glpX; fructose-1,6-bisphosphatase II [EC:3.1.3.11]"	7.642582169841549	11.78849020808804	14.67531393992535	36.23920176402188	7.014023855108671	2.7197760860990368
		K11532	"glpX-SEBP; fructose-1,6-bisphosphatase II / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"	10.640897198321142	3.02546002891344	14.847046610925396	2.7081864273377416	18.513581930579623	27.232083066495317
		K01086	"fbp-SEBP; fructose-1,6-bisphosphatase I / sedoheptulose-1,7-bisphosphatase [EC:3.1.3.11 3.1.3.37]"
		K04041	"fbp3; fructose-1,6-bisphosphatase III [EC:3.1.3.11]"	2.826767267125416	1.8017371528578208	8.540308801811245	17.69279833396532	4.438392244248528	1.6918596030033872
		K01622	"K01622; fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]"	9.962531724037268	19.801155940876374	3.3740901449134855	21.324263968480526	0.538239612461384	0.8773154638774208
	TCA cycle	K01647	"CS, gltA; citrate synthase [EC:2.3.3.1]"	104.35557197984264	124.38016005011669	115.63496941938413	88.64852412303841	160.4692149830624	164.39498327317844
		K05942	E2.3.3.3; citrate (Re)-synthase [EC:2.3.3.3]	16.01529627441247	7.649276455590239	3.7857778265404023	16.210444402962292	0.0	0.7728795883927453
		K01681	"ACO, acnA; aconitate hydratase [EC:4.2.1.3]"	41.14979529067639	39.6126930932728	28.505369739599224	21.317904110255867	60.71698348881098	85.15716967015356
		K01682	acnB; aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]	7.726821969234085	2.9866373308517264	12.19686583951585	12.08117970943978	11.132856792325361	6.018631762924907
		K00031	"IDH1, IDH2, icd; isocitrate dehydrogenase [EC:1.1.1.42]"	93.0267212992092	111.77065801142813	111.7741342418013	91.15060125213736	150.72906902749713	167.11477910738202
		K00030	IDH3; isocitrate dehydrogenase (NAD+) [EC:1.1.1.41]	15.840405152701505	48.69334147096481	11.008523829047437	16.54264841873928	14.299150947935704	18.974818033882507
		K00164	"OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]"	29.795822565190356	32.25601239408988	24.38403007382812	18.706086567961243	78.09031915149573	78.85612224053952
		K00658	"DLST, sucB; 2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61]"	52.134069064765626	27.39509902255308	19.45136659026318	28.816244015942647	92.73655384838123	100.30550612258413
		K00382	"DLD, lpd, pdhD; dihydrolipoamide dehydrogenase [EC:1.8.1.4]"	175.55716769279857	164.14588571193536	173.3521057543521	166.68056722224375	261.10764590085796	266.81709517853653
		K00174	"korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]"	209.7452435614587	290.7326970381883	218.71345806783043	364.1669840613153	132.56989892682284	172.42445589596454
		K00175	"korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]"	190.56804766723894	253.72037197381619	192.80745557668132	322.7942662159827	110.92952609131014	139.97767059953722
		K00177	"korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]"	105.47865707902825	104.66215582127494	40.676258461765244	178.4670583006093	14.30278705275874	23.48562870344859
		K00176	"korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]"	100.88091007432959	102.89539494149344	28.962111831343144	142.97206187827433	8.934430270799048	19.33352655242852
		K01902	sucD; succinyl-CoA synthetase alpha subunit [EC:6.2.1.5]	107.6051191673918	149.1390737960543	122.32245310418016	108.60376624396173	162.72442686872415	169.0436317620676
		K01903	sucC; succinyl-CoA synthetase beta subunit [EC:6.2.1.5]	78.3107303924551	109.98991489429778	67.91083087978713	82.07982864745912	124.62703242989802	138.6513938302331
		K01899	LSC1; succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5]	0.0	0.0	0.0	0.0	0.10565264628698809	0.13723550213782146
		K01900	LSC2; succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5]	0.3280738221911138	0.0	0.0	0.0	1.3704405327886373	0.9021862266006264
		K18118	"aarC, cat1; succinyl-CoA:acetate CoA-transferase [EC:2.8.3.18]"	3.5166851932200545	1.7276376366852013	1.4976748869002063	5.092014720512643	0.32195506878370794	0.6077518635534346
		K00234	"SDHA, SDH1; succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1]"	0.9892774940130755	1.0484251592962812	1.14692824853431	1.5766198515382759	0.18553744462709149	0.10801423200797608
		K00235	"SDHB, SDH2; succinate dehydrogenase (ubiquinone) iron-sulfur subunit [EC:1.3.5.1]"
		K00236	"SDHC, SDH3; succinate dehydrogenase (ubiquinone) cytochrome b560 subunit"	0.0	0.0	0.0	0.0	0.17890663761422015	0.22654630443708865
		K00237	"SDHD, SDH4; succinate dehydrogenase (ubiquinone) membrane anchor subunit"
		K00239	"sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]"	68.60354415612257	89.75273704040355	77.92849656653375	50.06139199187308	104.87946558317682	113.58510315022374
		K00240	"sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]"	159.96379354145057	191.16554608296286	182.19793827017793	123.56467151752751	234.8886684175982	247.81276360257857
		K00241	"sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit"	112.51520102293485	139.08102263525015	133.57464666422823	81.16289588674294	163.72430652830616	166.92872036665372
		K00242	"sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit"	28.98589205493993	119.03652172154442	92.41881891328738	25.67606468810686	102.4966525659994	111.80622155022498
		K18859	"sdhD, frdD; succinate dehydrogenase / fumarate reductase, subunit D"
		K18860	"sdhD, frdD; putative succinate dehydrogenase / fumarate reductase, subunit D"
		K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	2.6618154697676024	0.6054576229533544	0.8007796414187436	2.60838144850054	0.12984045360087645	0.3875624739334016
		K00245	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]	8.30559219309971	3.295707918290189	4.936474497786925	4.24296694163933	3.8474414035412456	12.609934856688065
		K00246	frdC; fumarate reductase subunit C	15.475012753918444	6.649575436737744	9.180664743976125	8.05386587690533	8.569195050815047	24.954139220122638
		K00247	frdD; fumarate reductase subunit D	3.637321363852183	0.7644790338420748	6.541165182494854	1.8056069358581595	10.09540702937522	21.23264053664818
		K01676	"E4.2.1.2A, fumA, fumB; fumarate hydratase, class I [EC:4.2.1.2]"	36.453870011402344	16.623189986551477	10.983755940214104	23.29211300670828	3.4622668306186406	15.60687558850744
		K01679	"E4.2.1.2B, fumC, FH; fumarate hydratase, class II [EC:4.2.1.2]"	69.91919158815193	89.8066531652543	74.1094788443255	63.69831211952315	121.7016553609029	114.27036039924629
		K01677	"E4.2.1.2AA, fumA; fumarate hydratase subunit alpha [EC:4.2.1.2]"	20.686368851349535	17.225813111379306	16.05023083664608	51.70055894340398	1.5775532422968412	1.4506523058350713
		K01678	"E4.2.1.2AB, fumB; fumarate hydratase subunit beta [EC:4.2.1.2]"	16.264426390805998	16.05883258641829	14.991648490202289	41.75258458603305	1.0302669473992916	1.3318358607021203
		K00026	MDH2; malate dehydrogenase [EC:1.1.1.37]
		K00025	MDH1; malate dehydrogenase [EC:1.1.1.37]
		K00024	mdh; malate dehydrogenase [EC:1.1.1.37]	76.95201450665274	76.23153577486083	31.752911249963756	45.53309246533727	108.72542974929459	107.20280609454014
		K00116	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]	8.546920159448716	3.198011480951935	45.72722634503159	6.560262158726347	31.72419662499989	34.7568751071962
Methane metabolism	"Methanogenesis, methanol => methane"	K14080	mtaA; [methyl-Co(III) methanol-specific corrinoid protein]:coenzyme M methyltransferase [EC:2.1.1.246]	1.1932839561340935	0.883434207121793	1.2710047237118642	4.903635773545382	0.0	0.0
		K04480	mtaB; methanol---5-hydroxybenzimidazolylcobamide Co-methyltransferase [EC:2.1.1.90]	0.9080970742815241	0.6479971531874531	0.496285530857718	2.0087871049610806	0.0	0.0
		K14081	mtaC; methanol corrinoid protein	0.7954006525877615	0.40378639007467787	0.7201113219153689	2.2123588975565367	0.0	0.09868720228416318
		K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0.0	0.13000089262881065	0.0	0.9104736554421139	0.0	0.0
		K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0.1213944283662874	0.0	0.1943469108828605	0.8467168143869257	0.0	0.0
		K00402	mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0.0	0.0	0.2734430481343099	1.0109331283353324	0.0	0.0
		K22480	hdrA1; heterodisulfide reductase subunit A1 [EC:1.8.7.3]	0.0	0.0	0.0	0.6090147661818006	0.0	0.0
		K22481	hdrB1; heterodisulfide reductase subunit B1 [EC:1.8.7.3]	0.0	0.0	0.0	0.5652709585362113	0.0	0.0
		K22482	hdrC1; heterodisulfide reductase subunit C1 [EC:1.8.7.3]	0.0	0.0	0.0	0.586045780109371	0.0	0.0
		K03388	hdrA2; heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	102.58150651388402	71.86573863913017	32.941877318640536	181.4755662996673	0.0	5.946999463714265
		K03389	hdrB2; heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	25.66820413857779	37.055578733725035	7.949755297200283	64.21074073009405	2.354533195154921	6.31590787820004
		K03390	hdrC2; heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	64.5649990560034	64.94596218701189	18.83071385087861	115.8866810405222	3.1874112757534583	6.751511565788152
		K08264	hdrD; heterodisulfide reductase subunit D [EC:1.8.98.1]	71.56162468251517	61.59057539962741	13.128919921263188	111.87542377118156	40.74929709172722	28.097845889279313
		K08265	hdrE; heterodisulfide reductase subunit E [EC:1.8.98.1]	0.08170739421861126	0.0	0.13219108369102425	0.6965828520536369	0.0	0.0
		K14126	"mvhA, vhuA, vhcA; F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]"	11.425058656154334	20.112029798523107	6.902554142888799	40.95211153199748	0.0	1.610276233968842
		K14128	"mvhG, vhuG, vhcG; F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]"	23.469786611642203	30.383418302681633	8.26920273129994	58.60558925790068	0.0	1.857453383107322
		K14127	"mvhD, vhuD, vhcD; F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]"	71.04319596505394	70.08207003317563	14.22036254339652	132.29272260153675	0.1688654458687429	2.9689675418897066
		K22516	fdhA; formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6]	8.222438546677724	15.782736476687216	11.210913128057635	20.60298201287031	8.481584367795639	2.445800759244668
		K00125	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	38.36724996592338	25.118561375318073	14.52351779910696	68.35421921051345	0.10568169936793427	2.703118560009611
	"Methanogenesis, acetate => methane"	K00925	ackA; acetate kinase [EC:2.7.2.1]	172.60389727241835	100.72656546573451	79.7864808116454	148.9422547278584	114.28341599059003	138.07269142830089
		K00625	"E2.3.1.8, pta; phosphate acetyltransferase [EC:2.3.1.8]"	41.21721582102358	15.37766243036291	23.742768599129462	37.079124179048584	21.45394815449053	43.172273086058084
		K13788	pta; phosphate acetyltransferase [EC:2.3.1.8]	18.915444738860952	9.633215589124053	4.25085118795619	7.4087922435307645	7.51588677537305	14.25385198655891
		K01895	"ACSS1_2, acs; acetyl-CoA synthetase [EC:6.2.1.1]"	85.11235789293862	111.7662877006023	102.23226016249419	98.11020134973072	145.9641559110515	139.5674096543684
		K00193	"cdhC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit beta [EC:2.3.1.169]"	2.2396649910921695	2.029484114115021	0.0	3.6493059622470403	0.0	0.0
		K00197	"cdhE, acsC; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit gamma [EC:2.1.1.245]"	21.915829606020278	26.585654039848063	5.863486115138512	38.43316508684005	0.0	1.81837978367574
		K00194	"cdhD, acsD; acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245]"	22.05039839656305	25.880727039581043	5.990921764173535	38.77564519576701	0.0	1.495231676782637
		K00577	mtrA; tetrahydromethanopterin S-methyltransferase subunit A [EC:2.1.1.86]	9.984117184554442	2.6380106051751007	3.947257054514641	14.027079055616776	0.0	6.434060787024034
		K00578	mtrB; tetrahydromethanopterin S-methyltransferase subunit B [EC:2.1.1.86]	0.0937487612479261	0.17999338826495564	0.43060942279319636	0.6863818647789143	0.0	0.0
		K00579	mtrC; tetrahydromethanopterin S-methyltransferase subunit C [EC:2.1.1.86]	0.0	0.0	0.19383581276562686	0.7156785208437368	0.0	0.0
		K00580	mtrD; tetrahydromethanopterin S-methyltransferase subunit D [EC:2.1.1.86]	0.0	0.0	0.1968579581544866	0.7722198331666075	0.0	0.0
		K00581	mtrE; tetrahydromethanopterin S-methyltransferase subunit E [EC:2.1.1.86]	0.0	0.0	0.12780415818476895	0.5723523696340993	0.0	0.0
		K00582	mtrF; tetrahydromethanopterin S-methyltransferase subunit F [EC:2.1.1.86]	0.11877419411118488	0.0	0.27162087223808573	1.1002393787493774	0.0	0.0
		K00583	mtrG; tetrahydromethanopterin S-methyltransferase subunit G [EC:2.1.1.86]	0.09020632164046902	0.0	0.2674524596949955	1.095977120327202	0.0	0.0
		K00584	mtrH; tetrahydromethanopterin S-methyltransferase subunit H [EC:2.1.1.86]	10.151864874329712	7.032916492570406	3.386749082338881	18.37529883440384	0.2045448641230372	0.297325485536216
		K00399	mcrA; methyl-coenzyme M reductase alpha subunit [EC:2.8.4.1]	0.0	0.13000089262881065	0.0	0.9104736554421139	0.0	0.0
		K00401	mcrB; methyl-coenzyme M reductase beta subunit [EC:2.8.4.1]	0.1213944283662874	0.0	0.1943469108828605	0.8467168143869257	0.0	0.0
		K00402	mcrG; methyl-coenzyme M reductase gamma subunit [EC:2.8.4.1]	0.0	0.0	0.2734430481343099	1.0109331283353324	0.0	0.0
		K22480	hdrA1; heterodisulfide reductase subunit A1 [EC:1.8.7.3]	0.0	0.0	0.0	0.6090147661818006	0.0	0.0
		K22481	hdrB1; heterodisulfide reductase subunit B1 [EC:1.8.7.3]	0.0	0.0	0.0	0.5652709585362113	0.0	0.0
		K22482	hdrC1; heterodisulfide reductase subunit C1 [EC:1.8.7.3]	0.0	0.0	0.0	0.586045780109371	0.0	0.0
		K03388	hdrA2; heterodisulfide reductase subunit A2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	102.58150651388402	71.86573863913017	32.941877318640536	181.4755662996673	0.0	5.946999463714265
		K03389	hdrB2; heterodisulfide reductase subunit B2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	25.66820413857779	37.055578733725035	7.949755297200283	64.21074073009405	2.354533195154921	6.31590787820004
		K03390	hdrC2; heterodisulfide reductase subunit C2 [EC:1.8.7.3 1.8.98.4 1.8.98.5 1.8.98.6]	64.5649990560034	64.94596218701189	18.83071385087861	115.8866810405222	3.1874112757534583	6.751511565788152
		K08264	hdrD; heterodisulfide reductase subunit D [EC:1.8.98.1]	71.56162468251517	61.59057539962741	13.128919921263188	111.87542377118156	40.74929709172722	28.097845889279313
		K08265	hdrE; heterodisulfide reductase subunit E [EC:1.8.98.1]	0.08170739421861126	0.0	0.13219108369102425	0.6965828520536369	0.0	0.0
		K14126	"mvhA, vhuA, vhcA; F420-non-reducing hydrogenase large subunit [EC:1.12.99.- 1.8.98.5]"	11.425058656154334	20.112029798523107	6.902554142888799	40.95211153199748	0.0	1.610276233968842
		K14128	"mvhG, vhuG, vhcG; F420-non-reducing hydrogenase small subunit [EC:1.12.99.- 1.8.98.5]"	23.469786611642203	30.383418302681633	8.26920273129994	58.60558925790068	0.0	1.857453383107322
		K14127	"mvhD, vhuD, vhcD; F420-non-reducing hydrogenase iron-sulfur subunit [EC:1.12.99.- 1.8.98.5 1.8.98.6]"	71.04319596505394	70.08207003317563	14.22036254339652	132.29272260153675	0.1688654458687429	2.9689675418897066
		K22516	fdhA; formate dehydrogenase (coenzyme F420) alpha subunit [EC:1.17.98.3 1.8.98.6]	8.222438546677724	15.782736476687216	11.210913128057635	20.60298201287031	8.481584367795639	2.445800759244668
		K00125	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	38.36724996592338	25.118561375318073	14.52351779910696	68.35421921051345	0.10568169936793427	2.703118560009611
	"Methanogenesis, CO2 => methane"	K00200	"fwdA, fmdA; formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12]"	3.499330166779554	3.3718754048851296	0.6320950410743744	6.345303778967812	1.0943111120665832	1.39351709008886
		K00201	"fwdB, fmdB; formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12]"	4.852811439343767	6.388473491215449	1.2386444353109303	11.12470370538828	1.0638388998587973	1.5158664711049155
		K00202	"fwdC, fmdC; formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]"	3.2703538968800228	3.378821028210233	1.7925859077631014	7.600438296072732	0.8006582138292195	1.4463215465328647
		K00203	"fwdD, fmdD; formylmethanofuran dehydrogenase subunit D [EC:1.2.7.12]"	2.382232083294101	2.4862546637034693	0.2867593762539731	4.680812735703889	0.0	0.0
		K11261	"fwdE, fmdE; formylmethanofuran dehydrogenase subunit E [EC:1.2.7.12]"	66.33705323600303	43.064709245257646	22.215390763676965	80.50926018358638	1.171838141145285	3.930394132169126
		K00205	"fwdF, fmdF; 4Fe-4S ferredoxin"	0.45717378861263014	0.40461082094971007	0.3309249200801401	2.0512004656731277	0.0	0.0
		K11260	fwdG; 4Fe-4S ferredoxin	3.045731021770812	1.7520700179014546	0.23708841683890908	3.155750385193076	0.0	0.0
		K00204	fwdH; 4Fe-4S ferredoxin
		K00672	ftr; formylmethanofuran--tetrahydromethanopterin N-formyltransferase [EC:2.3.1.101]	4.228712626682888	6.4248366831215495	0.6046346281017023	8.350676248956313	1.7448744051706753	3.2305252606764627
		K01499	mch; methenyltetrahydromethanopterin cyclohydrolase [EC:3.5.4.27]	4.569779297616064	16.22559096398039	50.954506412500585	22.46063732029795	40.30857973259264	34.92463722916692
		K00319	mtd; methylenetetrahydromethanopterin dehydrogenase [EC:1.5.98.1]	0.9647380487323274	1.7234630937260087	0.17845101871498553	3.421992666004839	0.0	0.20783102586571986
		K13942	"hmd; 5,10-methenyltetrahydromethanopterin hydrogenase [EC:1.12.98.2]"
